,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6345,Dodge Racing: Charger vs Challenger,Racing,Zushi Games,0.14,0.0,0.0,0.01,0.15
6346,FIFA 06: Road to FIFA World Cup,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15
6347,Shin Chan: ¡Aventuras de Cine!,Platform,505 Games,0.0,0.0,0.15,0.0,0.15
6348,Code:Realize - Sousei no Himegimi,Adventure,Idea Factory,0.09,0.0,0.03,0.03,0.15
6349,Medal of Honor: Infiltrator,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15
6350,NASCAR 07,Racing,Electronic Arts,0.09,0.05,0.0,0.01,0.15
6351,Attack of the Movies 3D,Shooter,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15
6352,Namco Museum Vol.5,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15
6353,Kidou Senkan Nadesico,Strategy,Sega,0.0,0.0,0.15,0.0,0.15
6354,Home Run,Sports,Atari,0.14,0.01,0.0,0.0,0.15
6355,Kids Learn Math: A+ Edition,Misc,Unknown,0.14,0.0,0.0,0.01,0.15
6356,Metal Gear Solid: Peace Walker HD Edition,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
6357,Digimon Battle Spirit 2,Fighting,Namco Bandai Games,0.11,0.04,0.0,0.0,0.15
6358,Digimon Rumble Arena 2,Fighting,Atari,0.09,0.05,0.0,0.01,0.15
6359,"Warhammer 40,000: Fire Warrior",Shooter,THQ,0.08,0.06,0.0,0.02,0.15
6360,Gallop & Ride!,Sports,THQ,0.14,0.0,0.0,0.01,0.15
6361,Tamagotchi Collection,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
6362,Pressure Cooker,Action,Activision,0.14,0.01,0.0,0.0,0.15
6363,The Sims Medieval: Pirates and Nobles,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15
6364,Atelier Iris: Eternal Mana,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15
6365,Kingdom Under Fire: Heroes,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15
6366,Farm Frenzy: Animal Country,Simulation,City Interactive,0.13,0.01,0.0,0.01,0.15
6367,Tears to Tiara II: Heir of the Overlord,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15
6368,Viewtiful Joe: Red Hot Rumble,Action,Capcom,0.12,0.01,0.0,0.01,0.15
6369,Kingdom of Paradise,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15
6370,Sonic Advance & Sonic Pinball Party Combo Pack,Misc,Sega,0.1,0.04,0.0,0.0,0.15
6371,Chessmaster II,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15
6372,Power Pro Kun Pocket 9,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
6373,Charm Girls Club: Pajama Party,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15
6374,Sonny with a Chance,Action,Disney Interactive Studios,0.12,0.02,0.0,0.01,0.15
6375,Fugitive Hunter: War on Terror,Shooter,Play It,0.07,0.06,0.0,0.02,0.15
6376,James Noir's Hollywood Crimes,Adventure,Ubisoft,0.07,0.07,0.0,0.02,0.15
6377,Tokyo Xanadu,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,0.15
6378,Jewel Quest Solitaire,Puzzle,GSP,0.0,0.14,0.0,0.02,0.15
6379,Barbie Superpack: Secret Agent / Groovy Games,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15
6380,J-League Victory Goal,Sports,Sega,0.0,0.0,0.15,0.0,0.15
6381,T'ai Fu: Wrath of the Tiger,Action,Activision,0.08,0.06,0.0,0.01,0.15
6382,Naruto: Powerful Shippuden,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
6383,Toy Story Racer,Racing,Activision,0.08,0.06,0.0,0.01,0.15
6384,Brain Boost: Beta Wave,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
6385,Brain Boost: Gamma Wave,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
6386,Cake Mania: In The Mix!,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15
6387,Mad Dash Racing,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15
6388,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15
6389,Jikkyou Powerful Pro Yakyuu 2009,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
6390,Deponia,Adventure,Daedalic,0.0,0.13,0.0,0.03,0.15
6391,Theatrhythm Dragon Quest,Misc,Square Enix,0.0,0.0,0.15,0.0,0.15
6392,Super Robot Wars OG: The Moon Dwellers,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
6393,Jikkyou Powerful Pro Yakyuu Portable,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
6394,Cardinal Syn,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15
6395,Derby Stallion 64,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15
6396,Castlevania: Lords of Shadow - Mirror of Fate,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
6397,eJay Clubworld,Misc,Empire Interactive,0.07,0.06,0.0,0.02,0.15
6398,Suzumiya Haruhi no Yakusoku,Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
6399,Project Sylpheed: Arc of Deception,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15
6400,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15
6401,Kung-Fu: High Impact,Action,Black Bean Games,0.08,0.06,0.0,0.01,0.15
6402,Travel Games For Dummies,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.15
6403,Totally Spies! Totally Party,Misc,Ubisoft,0.09999999999999999,0.04,0.0,0.01,0.15
6404,Power Pro Kun Pocket 1+2,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15
6405,Cartoon Network Collection: Game Boy Advance Video Special Edition,Misc,Unknown,0.11,0.04,0.0,0.0,0.15
6406,Zoids: Battle Legends,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15
6407,Build-A-Bear Workshop: Welcome to Hugsville,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15
6408,Kowloon's Gate,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15
6409,Streak: Hoverboard Racing,Racing,GT Interactive,0.09,0.06,0.0,0.01,0.15
6410,Turbo Prop Racing,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15
6411,Cabela's Alaskan Adventure,Sports,Activision,0.13,0.01,0.0,0.01,0.15
6412,Arslan: The Warriors of Legend,Action,Tecmo Koei,0.03,0.01,0.09,0.01,0.15
6413,Strawberry Shortcake: Game Boy Advance Video Volume 1,Misc,Unknown,0.11,0.04,0.0,0.0,0.15
6414,Paris-Dakar Rally,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15
6415,Naruto Shippuden: Legends: Akatsuki Rising,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15
6416,Star Trek: Voyager Elite Force,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15
6417,Blazing Dragons,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15
6418,Heroes of Mana,Strategy,Square Enix,0.08,0.01,0.05,0.01,0.15
6419,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
6420,Mind Zero,Role-Playing,GungHo,0.08,0.0,0.04,0.02,0.15
6421,Courier Crisis,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.15
6422,The Fairly Odd Parents: Clash with the Anti-World,Adventure,THQ,0.11,0.04,0.0,0.0,0.15
6423,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.15
6424,White Knight Chronicles: Origins,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15
6425,High Velocity Bowling,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15
6426,Sam & Max: Season One,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15
6427,Samurai Warriors: Katana,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15
6428,Geist,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15
6429,Metal Slug 7,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15
6430,Metal Slug 4 & 5,Shooter,SNK Playmore,0.08,0.05,0.0,0.01,0.15
6431,Guilty Gear X2 #Reload,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15
6432,Saturn Bomberman,Puzzle,Sega,0.0,0.0,0.15,0.0,0.15
6433,Serious Sam,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15
6434,The Quest Trio,Puzzle,Avanquest,0.14,0.01,0.0,0.01,0.15
6435,Family Party: Fitness Fun,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15
6436,Spongebob Squarepants / Fairly Odd Parents Double Pack,Action,THQ,0.11,0.04,0.0,0.0,0.15
6437,Baseball Blast!,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
6438,Space Station Silicon Valley,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15
6439,Klax,Puzzle,Atari,0.14,0.01,0.0,0.0,0.15
6440,Disney's Story Studio: Disney's Mulan,Misc,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15
6441,Get On Da Mic,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15
6442,Pokémon: Johto Photo Finish: Game Boy Advance Video,Misc,Unknown,0.11,0.04,0.0,0.0,0.15
6443,Knockout Kings 2003,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15
6444,MTV Music Generator 2,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15
6445,Busy Scissors,Simulation,Little Orbit,0.14,0.0,0.0,0.0,0.15
6446,Drawn to Life Collection,Misc,THQ,0.14,0.0,0.0,0.01,0.15
6447,The Wizard of Oz: Beyond The Yellow Brick Road,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15
6448,Oreshika: Tainted Bloodlines,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15
6449,Summon Night 5,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
6450,Dreamworks 2-in-1 Party Pack,Misc,Activision,0.14,0.0,0.0,0.01,0.15
6451,DrumMania,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
6452,Rugby 2005,Sports,Electronic Arts,0.08,0.04,0.0,0.01,0.14
6453,Enclave,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
6454,RockMan & Forte,Platform,Capcom,0.0,0.0,0.14,0.0,0.14
6455,Cruise Ship Vacation Games,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.14
6456,Gungrave: Overdose,Shooter,Play It,0.07,0.05,0.0,0.02,0.14
6457,Monster Hunter Diary: Poka Poka Airou Village DX,Action,Capcom,0.0,0.0,0.14,0.0,0.14
6458,Cyber Sled,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14
6459,Yu-Gi-Oh! Monster Capture GB,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
6460,S.C.A.R.S,Racing,Ubisoft,0.1,0.04,0.0,0.01,0.14
6461,Guilty Gear,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14
6462,Yu-Gi-Oh! Nightmare Troubadour (JP sales),Action,Konami Digital Entertainment,0.0,0.04,0.1,0.0,0.14
6463,Yu-Gi-Oh! GX: Tag Force,Strategy,Konami Digital Entertainment,0.09,0.03,0.0,0.02,0.14
6464,Micro Machines 64 Turbo,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14
6465,Cranium Kabookii,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
6466,Epidemic,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
6467,Eternal Eyes,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14
6468,Sakura Wars GB,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14
6469,Mr. Driller: Drill Spirits,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14
6470,RLH: Run Like Hell,Shooter,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
6471,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14
6472,Destruction Derby Raw,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
6473,Guilty Gear Xrd -Revelator-,Fighting,PQube,0.03,0.02,0.07,0.01,0.14
6474,Destroy All Humans! Big Willy Unleashed,Action,THQ,0.13,0.0,0.0,0.01,0.14
6475,Desire,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14
6476,Ecco the Dolphin: Defender of the Future,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
6477,Derby Stallion Gold,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14
6478,Red Orchestra 2: Heroes of Stalingrad,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14
6479,Kamen Rider Battle: Ganbaride,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6480,Record of Agarest War 2,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14
6481,The Operative: No One Lives Forever,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14
6482,Zumba Fitness Core,Misc,505 Games,0.0,0.13,0.0,0.02,0.14
6483,The Fifth Element,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
6484,The Granstream Saga,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
6485,The History Channel: Civil War - A Nation Divided,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
6486,Victorious Boxers: Revolution,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14
6487,The Hustle: Detroit Streets,Sports,Deep Silver,0.1,0.02,0.0,0.02,0.14
6488,Vampire Night,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
6489,The King of Fighters '94 (CD),Fighting,SNK,0.0,0.0,0.14,0.0,0.14
6490,Kamen Rider: Battride War Genesis,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6491,Kamen Rider Ryuki,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14
6492,The Legend of Heroes II: Prophecy of the Moonlight Witch,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14
6493,Vampire Moon: The Mystery of the Hidden Sun,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.14
6494,Reality Fighters,Fighting,Sony Computer Entertainment,0.06,0.06,0.0,0.03,0.14
6495,Jonny Moseley Mad Trix,Sports,3DO,0.07,0.05,0.0,0.02,0.14
6496,I Am In The Movie,Simulation,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6497,Valhalla Knights: Eldar Saga,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14
6498,Agile Warrior F-111X,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
6499,Space Venus starring Morning Musume,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14
6500,Farming Simulator 2012,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14
6501,Ribbit King,Sports,Atari,0.09,0.05,0.0,0.01,0.14
6502,MotoGP '06,Racing,THQ,0.11,0.01,0.0,0.01,0.14
6503,Rayman 3,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14
6504,Real World Golf,Sports,Valcon Games,0.07,0.05,0.0,0.01,0.14
6505,Gyakuten Saiban 2,Action,Capcom,0.0,0.0,0.14,0.0,0.14
6506,.hack//Link,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6507,Master Jin Jin's IQ Challenge,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
6508,NCAA Basketball Final Four 97,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14
6509,NBA ShootOut 2002,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
6510,Shining Soul,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14
6511,World Tour Soccer 2002,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
6512,Shonen Jump's Shaman King: Master of Spirits,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14
6513,World Soccer Winning Eleven 9 Bonus Pack,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
6514,Class of Heroes,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14
6515,Shrek 2 and Shark Tale 2-in-1 Pack,Misc,Activision,0.1,0.04,0.0,0.0,0.14
6516,SingStar Vol. 3,Misc,Sony Computer Entertainment,0.0,0.11,0.0,0.03,0.14
6517,Haunted House,Action,Atari,0.13,0.0,0.0,0.01,0.14
6518,Xevious 3D/G+,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14
6519,Shadow Hearts: From The New World,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14
6520,Smashing Drive,Racing,Unknown,0.11,0.03,0.0,0.0,0.14
6521,Heatseeker,Action,Codemasters,0.12,0.0,0.0,0.01,0.14
6522,Micro Machines,Racing,Atari,0.07,0.05,0.0,0.02,0.14
6523,Samurai Warriors Chronicles 3,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14
6524,Age of Empires: Collector's Edition,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14
6525,Wonder World Amusement Park,Misc,Majesco Entertainment,0.12,0.0,0.0,0.01,0.14
6526,Your Shape: Fitness Evolved 2013,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14
6527,7th Dragon,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14
6528,World Championship Poker: Howard Lederer - All In,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
6529,Sengoku Basara 4: Sumeragi,Action,Capcom,0.0,0.0,0.14,0.0,0.14
6530,Sengoku Musou 3 Empires,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14
6531,Senran Kagura Burst: Guren no Sh?jo-tachi,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14
6532,Famista Returns,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6533,Mary-Kate and Ashley: Crush Course,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
6534,The Bombing Islands,Platform,Kemco,0.08,0.05,0.0,0.01,0.14
6535,Mega Man Powered Up,Platform,Capcom,0.12,0.01,0.0,0.02,0.14
6536,Shining Resonance,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14
6537,Shining Force CD,Strategy,Sega,0.0,0.0,0.14,0.0,0.14
6538,Dave Mirra BMX Challenge,Sports,Oxygen Interactive,0.12,0.0,0.0,0.02,0.14
6539,Zoobles! Spring to Life!,Misc,Activision,0.1,0.02,0.0,0.01,0.14
6540,Port Royale 3,Simulation,Kalypso Media,0.12,0.0,0.0,0.01,0.14
6541,Power Pro Kun Pocket 8,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
6542,QuickSpot,Misc,Namco Bandai Games,0.02,0.0,0.13,0.0,0.14
6543,Power Stone,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14
6544,Dynasty Warriors 7: Empires,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14
6545,Pro Yakyuu Netsu Star 2006,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6546,Daytona USA Championship Circuit Edition,Racing,Sega,0.0,0.0,0.14,0.0,0.14
6547,MySims Collection,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14
6548,Project V6,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14
6549,Zatch Bell! Mamodo Battles,Fighting,Namco Bandai Games,0.09,0.04,0.0,0.01,0.14
6550,Gundam: The Battle Master,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14
6551,Clannad,Adventure,Interchannel,0.0,0.0,0.14,0.0,0.14
6552,Queen's Gate: Spiral Chaos,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6553,Quick Yoga Training,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
6554,Eternal Poison,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14
6555,Ys: The Oath in Felghana,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14
6556,World Tour Soccer 2003,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
6557,Gray Matter,Adventure,DTP Entertainment,0.02,0.09,0.0,0.02,0.14
6558,Mary-Kate and Ashley: Winners Circle,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
6559,Hard Rock Casino,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14
6560,FIFA 06 Soccer,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
6561,Adrenalin Misfits,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14
6562,Cities: Skylines,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14
6563,Apex,Racing,Atari,0.1,0.03,0.0,0.0,0.14
6564,Fox Sports Golf '99,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14
6565,Kenka Banchou 5: Otoko no Housoku,Action,Spike,0.0,0.0,0.14,0.0,0.14
6566,Cave Story 3D,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14
6567,Super Dodgeball Brawlers,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14
6568,Buck Fever,Sports,Destineer,0.13,0.0,0.0,0.01,0.14
6569,Super Puzzle Fighter II Turbo,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
6570,Our House Party!,Simulation,Unknown,0.13,0.0,0.0,0.01,0.14
6571,LEGO Island Xtreme Stunts,Racing,LEGO Media,0.1,0.04,0.0,0.0,0.14
6572,Frank Thomas Big Hurt Baseball,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
6573,Freaky Flyers,Racing,Midway Games,0.08,0.05,0.0,0.01,0.14
6574,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14
6575,Grabbed by the Ghoulies,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14
6576,Bravo Air Race,Racing,THQ,0.08,0.05,0.0,0.01,0.14
6577,Krull,Action,Atari,0.13,0.01,0.0,0.0,0.14
6578,Supreme Commander,Strategy,505 Games,0.07,0.05,0.0,0.02,0.14
6579,Kororinpa: Marble Mania,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14
6580,Detective Barbie: The Mystery Cruise,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14
6581,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14
6582,TRINITY: Souls of Zill O'll,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14
6583,Hot Wheels: World Race,Racing,THQ,0.1,0.04,0.0,0.0,0.14
6584,Klonoa: Empire of Dreams,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14
6585,Front Mission Alternative,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14
6586,Anno 1701: Dawn of Discovery,Simulation,Touchstone,0.07,0.06,0.0,0.02,0.14
6587,Alien Syndrome,Role-Playing,Sega,0.13,0.0,0.0,0.01,0.14
6588,Bust-A-Move Deluxe,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14
6589,Lips: I Love The 80s,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14
6590,Littlest Pet Shop: Spring,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.14
6591,Championship Motocross 2001 featuring Ricky Carmichael,Racing,THQ,0.08,0.05,0.0,0.01,0.14
6592,Learn Math,Puzzle,DreamCatcher Interactive,0.13,0.0,0.0,0.01,0.14
6593,Alone in the Dark: Inferno,Adventure,Atari,0.09,0.03,0.0,0.02,0.14
6594,Let's Cheer,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14
6595,Ninjatown,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.14
6596,The Amazing Race,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
6597,Phantom Brave,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14
6598,Doukyuusei,Adventure,NEC,0.0,0.0,0.14,0.0,0.14
6599,OutRun 2,Racing,Sega,0.11,0.03,0.0,0.01,0.14
6600,Nayuta no Kiseki,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14
6601,Dino Crisis 3,Action,Capcom,0.08,0.03,0.03,0.0,0.14
6602,Divinity II: The Dragon Knight Saga,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.14
6603,Naruto RPG 2: Chidori vs Rasengan,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14
6604,Disney's Cinderella: Magical Dreams,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
6605,Diner Dash: Flo on the Go,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14
6606,Doshin the Giant,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14
6607,Naruto Shippuden: Ninja Destiny 3,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14
6608,Sumikko Gurashi: Omise Hajimerundesu,Action,Nippon Columbia,0.0,0.0,0.14,0.0,0.14
6609,Okaeri! Chibi-Robo! Happy Richie Oosouji,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14
6610,Pet Pals: Animal Doctor,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14
6611,Diva Girls: Divas on Ice,Sports,505 Games,0.12000000000000001,0.01,0.0,0.01,0.14
6612,Dragon Age: Origins - Ultimate Edition,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14
6613,Pac-Man World Rally,Racing,Namco Bandai Games,0.11,0.03,0.0,0.0,0.14
6614,PANGYA: Fantasy Golf,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14
6615,PaRappa The Rapper 2,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
6616,Onimusha Essentials,Action,Capcom,0.07,0.05,0.0,0.02,0.14
6617,¡Shin Chan Flipa en colores!,Platform,505 Games,0.0,0.0,0.14,0.0,0.14
6618,Pipe Dreams 3D,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14
6619,Super Robot Taisen OG Saga: Endless Frontier (JP sales),Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6620,Soukaigi,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14
6621,Paws & Claws: Pet Vet 2,Simulation,THQ,0.13,0.0,0.0,0.01,0.14
6622,Gourmet Chef: Cook Your Way to Fame,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
6623,Iron & Blood,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
6624,Jenga World Tour,Misc,Atari,0.14,0.0,0.0,0.01,0.14
6625,Uta no * Prince-Sama: Repeat,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14
